id,name,artist,album,release_date,duration_ms,popularity,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,cluster_label,split,would_add_to_playlist
138oQeapLds5IeJrdRfeUd,Intro,Shawn Mendes,Wonder,12/4/20,62422,43,138oQeapLds5IeJrdRfeUd,0.498,0.199,7,-11.011,1,0.0353,0.933,0.000573,0.493,0.47,76.046,4,0,train,1
5Lbsc65org0b85kNsPkluY,Only Angel,Harry Styles,Harry Styles,5/12/17,291080,62,5Lbsc65org0b85kNsPkluY,0.554,0.842,5,-4.113,1,0.0397,0.287,0,0.106,0.348,114.036,4,3,train,1
0QBzMgT7NIeoCYy3sJCof1,Bam Bam (feat. Ed Sheeran),Camila Cabello,Bam Bam (feat. Ed Sheeran),3/4/22,206070,71,0QBzMgT7NIeoCYy3sJCof1,0.756,0.697,8,-6.377,1,0.0401,0.182,0,0.333,0.956,94.996,4,3,train,0
1ZMiCix7XSAbfAJlEZWMCp,Falling,Harry Styles,Fine Line,12/13/19,240133,79,1ZMiCix7XSAbfAJlEZWMCp,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,4,2,train,1
59HjlYCeBsxdI0fcm3zglw,Wildest Dreams,Taylor Swift,1989,10/27/14,220440,65,59HjlYCeBsxdI0fcm3zglw,0.554,0.666,8,-7.414,1,0.0747,0.0702,0.00593,0.106,0.472,140.056,4,3,train,1
4WBEj8TeGtRPNJdOmT3WJW,This Love (Taylor’s Version),Taylor Swift,1989 (Taylor's Version) [Deluxe],10/27/23,250100,58,4WBEj8TeGtRPNJdOmT3WJW,0.47,0.494,4,-8.672,1,0.0349,0.302,0,0.0672,0.0524,144.039,4,2,train,0
7uzmGiiJyRfuViKKK3lVmR,Mine,Bazzi,COSMIC,4/12/18,131064,71,7uzmGiiJyRfuViKKK3lVmR,0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,4,3,train,1
31Wlc9ZnraX3JxrvMg9e8H,3 Boys,Omar Apollo,3 Boys,2/17/23,209188,57,31Wlc9ZnraX3JxrvMg9e8H,0.548,0.456,9,-5.979,1,0.0703,0.813,0.00464,0.122,0.53,173.839,3,2,train,1
5M787RexsAiVYjQusM98CV,New Romantics (Taylor's Version),Taylor Swift,1989 (Taylor's Version) [Deluxe],10/27/23,230177,61,5M787RexsAiVYjQusM98CV,0.653,0.848,5,-5.936,1,0.0583,0.00516,4.24e-06,0.0798,0.724,122.017,4,3,train,0
43zdsphuZLzwA9k4DJhU0I,when the party's over,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",3/29/19,196077,83,43zdsphuZLzwA9k4DJhU0I,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,4,0,train,1
3uTsiaNxy6h6EAd7MsCf9D,this is what forever feels like (with Nick Jonas),JVKE,this is what forever feels like,9/13/24,154841,69,3uTsiaNxy6h6EAd7MsCf9D,0.447,0.697,1,-4.896,1,0.0425,0.182,2.49e-06,0.137,0.306,149.024,4,3,train,0
1dQQ2QlnvXUehsRUrukKmf,Right Now,One Direction,Midnight Memories (Deluxe),11/25/13,200400,75,1dQQ2QlnvXUehsRUrukKmf,0.645,0.78,8,-5.165,1,0.0319,0.218,0,0.0919,0.372,120.008,4,3,train,1
3wNNbf63xkxw9rIVWtFy7a,Stand Up (From Harriet),Cynthia Erivo,Stand Up (From Harriet),10/25/19,303477,64,3wNNbf63xkxw9rIVWtFy7a,0.616,0.32,0,-10.194,1,0.0311,0.268,0,0.11,0.177,80.02,4,2,train,1
0lKUBmEyQfzsQHozyeXzES,Clean (Taylor's Version),Taylor Swift,1989 (Taylor's Version) [Deluxe],10/27/23,271000,60,0lKUBmEyQfzsQHozyeXzES,0.782,0.379,4,-8.964,1,0.0303,0.297,2.98e-05,0.103,0.267,103.99,4,3,train,0
4dORWJfLHYnXkB5PeR4s5b,For Now,Lauv,~how i'm feeling~,3/6/20,189240,44,4dORWJfLHYnXkB5PeR4s5b,0.532,0.227,7,-12.184,1,0.0416,0.776,7.56e-06,0.086,0.107,83.57,4,0,train,1
5MMLS3xm12D7N26xlfFApr,Runaway Baby,Bruno Mars,Doo-Wops & Hooligans,5/11/10,148448,70,5MMLS3xm12D7N26xlfFApr,0.658,0.762,10,-3.028,0,0.0425,0.263,0,0.127,0.823,163.864,4,1,train,1
7MXVkk9YMctZqd1Srtv4MB,Starboy,The Weeknd,Starboy,11/25/16,230453,88,7MXVkk9YMctZqd1Srtv4MB,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,4,1,train,1
3Vpk1hfMAQme8VJ0SNRSkd,Style (Taylor's Version),Taylor Swift,1989 (Taylor's Version) [Deluxe],10/27/23,231000,63,3Vpk1hfMAQme8VJ0SNRSkd,0.514,0.821,7,-4.803,1,0.0444,0.000456,0.0232,0.0946,0.298,94.884,4,3,train,1
2ZHH9aoZjrqtFk1SX1dXy7,Moonlight,Ariana Grande,Dangerous Woman,5/20/16,202360,45,2ZHH9aoZjrqtFk1SX1dXy7,0.633,0.412,9,-7.339,1,0.0284,0.42,3.57e-06,0.048,0.214,102.215,3,0,train,1
77Gfhrr1Uh9Pv57MUUmVuY,Secret,Joshua Bassett,Crisis / Secret / Set Me Free,12/3/21,192413,50,77Gfhrr1Uh9Pv57MUUmVuY,0.611,0.816,2,-5.559,1,0.0592,0.0292,0,0.0825,0.589,144.992,4,3,train,0
4BrX9il0kSbL8xtlHjQbpP,"Gianni Schicchi: ""O mio Babbino caro""",Giacomo Puccini,Vissi d'Arte - Opera for Orchestra,11/4/97,243000,38,4BrX9il0kSbL8xtlHjQbpP,0.206,0.19,8,-15.396,1,0.0384,0.974,0.808,0.131,0.0368,79.811,3,5,train,1
3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,Billie Eilish,HIT ME HARD AND SOFT,5/17/24,261466,91,3QaPy1KgI7nu9FJEQUgn6h,0.467,0.247,6,-12.002,0,0.0431,0.612,0.000271,0.17,0.126,148.101,4,2,train,1
0IHgyl0zAHIj7kpm4YKKv3,Sun And Moon,Sam Kim,Sun And Moon Part.1,10/23/18,301059,19,0IHgyl0zAHIj7kpm4YKKv3,0.534,0.62,2,-8.276,1,0.0404,0.173,1.37e-05,0.127,0.392,130.863,3,2,train,0
46kspZSY3aKmwQe7O77fCC,we can't be friends (wait for your love),Ariana Grande,eternal sunshine,3/8/24,228639,82,46kspZSY3aKmwQe7O77fCC,0.645,0.646,5,-8.334,1,0.0427,0.0615,3.04e-05,0.074,0.295,115.842,4,3,train,1
6wf7Yu7cxBSPrRlWeSeK0Q,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",7/13/23,222369,86,6wf7Yu7cxBSPrRlWeSeK0Q,0.391,0.084,0,-17.843,1,0.0317,0.953,0,0.0983,0.111,79.449,4,0,train,1
6rY5FAWxCdAGllYEOZMbjW,SLOW DANCING IN THE DARK,Joji,BALLADS 1,10/26/18,209273,79,6rY5FAWxCdAGllYEOZMbjW,0.517,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.968,4,0,train,0
6N5xh0tYYLTQRiCCaNbAUt,Infinity,One Direction,Made In The A.M. - Deluxe Edition,11/13/15,249480,61,6N5xh0tYYLTQRiCCaNbAUt,0.536,0.707,4,-6.076,1,0.0336,0.0697,0,0.0842,0.321,131.962,4,3,train,1
2XmUYeqNpGcjFE7DhUWDw5,In The Stars,Benson Boone,Fireworks & Rollerblades,4/5/24,216410,38,2XmUYeqNpGcjFE7DhUWDw5,0.362,0.54,10,-6.031,1,0.0528,0.338,0,0.139,0.3,78.007,3,0,train,1
4kF394GKEnI13QdZBM9mxM,Misty,Ella Fitzgerald,The Complete Piano Duets,3/13/20,174066,50,4kF394GKEnI13QdZBM9mxM,0.359,0.109,8,-14.113,0,0.039,0.995,0.00348,0.12,0.234,88.423,1,4,train,1
2MOoIbJWIYikwIXjBDe26i,Paris in the Rain,Lauv,I met you when I was 18. (the playlist),5/31/18,204712,68,2MOoIbJWIYikwIXjBDe26i,0.406,0.408,3,-9.419,1,0.053,0.771,7.88e-06,0.394,0.525,79.705,4,0,train,1
5kK1Iru9ogP3Iy1zsANU1n,The Power of Love,Céline Dion,The Colour Of My Love,11/9/93,342400,71,5kK1Iru9ogP3Iy1zsANU1n,0.546,0.519,8,-9.072,1,0.0291,0.36,0.00046,0.24,0.247,140.054,4,2,train,1
77u89jbqM9WGbLzveay3rq,A Goose's Dream,인순이,A Goose's Dream,1/29/07,342125,21,77u89jbqM9WGbLzveay3rq,0.447,0.47,4,-5.549,1,0.0268,0.52,0,0.0984,0.085,136.034,4,2,train,1
1NhPKVLsHhFUHIOZ32QnS2,Secrets,OneRepublic,Waking Up,1/1/09,224693,74,1NhPKVLsHhFUHIOZ32QnS2,0.516,0.764,2,-6.223,1,0.0366,0.0717,0,0.115,0.376,148.021,4,3,train,0
5zZEP23ceNvvA9IT6CnqoY,La Rumba D'el Jefe,Jesse Cook,The Rumba Foundation,1/1/09,217226,41,5zZEP23ceNvvA9IT6CnqoY,0.759,0.455,9,-9.991,0,0.048,0.562,0.894,0.109,0.32,93.006,4,5,train,1
2UFOh8iMQ2DON7sl3lqGJH,Long Way Down,One Direction,Made In The A.M. - Deluxe Edition,11/13/15,192160,55,2UFOh8iMQ2DON7sl3lqGJH,0.634,0.565,0,-5.179,1,0.0242,0.0773,2.12e-05,0.168,0.541,145.001,4,3,train,0
3lnjFENd7rHxPYM9b964Md,"C'mon, C'mon",One Direction,Take Me Home (Expanded Edition),11/12/12,164680,58,3lnjFENd7rHxPYM9b964Md,0.638,0.942,5,-4.163,0,0.0857,0.015,0,0.31,0.745,142.896,4,1,train,1
3kSXn1osC89W8JcPLozTzs,Stand By You,Rachel Platten,Wildfire,1/1/16,219000,60,3kSXn1osC89W8JcPLozTzs,0.506,0.897,9,-4.632,1,0.26,0.146,0.000451,0.0868,0.525,188.03,4,1,train,0
5qELFdy1PLLinCg5462HES,Finally Free,Joshua Bassett,"High School Musical: The Musical: The Series Season 3 (Episode 1) [From ""High School Musical: The Musical: The Series (Season 3)""]",7/27/22,197972,42,5qELFdy1PLLinCg5462HES,0.434,0.713,11,-6.44,1,0.0361,0.168,0,0.101,0.376,171.797,4,3,train,0
0nJW01T7XtvILxQgC5J7Wh,When I Was Your Man,Bruno Mars,Unorthodox Jukebox,12/7/12,213826,88,0nJW01T7XtvILxQgC5J7Wh,0.612,0.28,0,-8.648,1,0.0434,0.932,0,0.088,0.387,72.795,4,0,train,1
3NLnwwAQbbFKcEcV8hDItk,Perfect,One Direction,Made In The A.M. - Deluxe Edition,11/13/15,230333,80,3NLnwwAQbbFKcEcV8hDItk,0.648,0.822,11,-5.231,0,0.0749,0.0598,0,0.119,0.397,99.933,4,1,train,1
14LtANuaslKWyYbktUrHBU,Enchanted,Taylor Swift,Speak Now (Deluxe Edition),10/25/10,352186,44,14LtANuaslKWyYbktUrHBU,0.455,0.623,8,-3.878,1,0.0288,0.0739,0.000424,0.146,0.208,163.893,4,2,train,0
26hOm7dTtBi0TdpDGl141t,Die For You,Joji,SMITHEREENS,11/4/22,211666,75,26hOm7dTtBi0TdpDGl141t,0.472,0.518,8,-7.379,1,0.051,0.383,0.127,0.289,0.154,147.805,4,2,train,1
6eBK3edMW7bEzecF1eCezc,(Everything I Do) I Do It For You,Bryan Adams,Waking Up The Neighbours,9/24/91,394133,62,6eBK3edMW7bEzecF1eCezc,0.526,0.365,1,-12.605,1,0.028,0.0775,1.37e-05,0.0618,0.254,131.251,4,2,train,0
6fPan2saHdFaIHuTSatORv,L’AMOUR DE MA VIE,Billie Eilish,HIT ME HARD AND SOFT,5/17/24,333986,84,6fPan2saHdFaIHuTSatORv,0.467,0.392,9,-9.355,1,0.0908,0.2,0.0174,0.106,0.313,145.104,4,2,train,1
0UsP6myH78yMjlWAOyPcMa,305,Shawn Mendes,Wonder (Deluxe),12/7/20,189072,41,0UsP6myH78yMjlWAOyPcMa,0.564,0.866,6,-5.575,1,0.0604,0.195,0.0352,0.118,0.939,164.935,4,3,train,0
43rA71bccXFGD4C8GOpIlN,I Forgot That You Existed,Taylor Swift,Lover,8/23/19,170640,69,43rA71bccXFGD4C8GOpIlN,0.664,0.316,5,-10.345,1,0.519,0.298,2.03e-06,0.0812,0.541,92.875,4,1,train,0
6HRsJu8vcnzYDN4t0570FY,Wonderland (Taylor's Version),Taylor Swift,1989 (Taylor's Version) [Deluxe],10/27/23,245566,59,6HRsJu8vcnzYDN4t0570FY,0.387,0.703,3,-5.956,1,0.0545,0.0105,1.1e-05,0.128,0.32,123.18,5,3,train,0
6v3KW9xbzN5yKLt9YKDYA2,Señorita,Shawn Mendes,Shawn Mendes (Deluxe),6/19/19,190799,79,6v3KW9xbzN5yKLt9YKDYA2,0.759,0.548,9,-6.049,0,0.0289,0.0379,0,0.0828,0.75,116.963,4,1,train,0
23eQyAz9tzvrKsG0kAnrja,Change My Mind,One Direction,Take Me Home (Expanded Edition),11/12/12,212893,54,23eQyAz9tzvrKsG0kAnrja,0.599,0.595,2,-5.316,1,0.0281,0.0634,0,0.103,0.474,117.031,4,3,train,1
6LXIhiXK8z1KLd3giR904b,Smells Like Me,Charlie Puth,Smells Like Me,9/2/22,204079,49,6LXIhiXK8z1KLd3giR904b,0.602,0.565,11,-6.498,1,0.0498,0.329,0,0.0622,0.609,208.038,4,3,train,0
3nqqDo8CcCLke3ZoTgiOKf,The Man Who Can't Be Moved,The Script,The Script,7/14/08,241373,81,3nqqDo8CcCLke3ZoTgiOKf,0.605,0.629,10,-5.051,1,0.0279,0.437,0,0.097,0.308,99.894,4,3,train,1
1RMJOxR6GRPsBHL8qeC2ux,Best Part (feat. H.E.R.),Daniel Caesar,Freudian,8/25/17,209831,85,1RMJOxR6GRPsBHL8qeC2ux,0.524,0.364,7,-10.209,1,0.0367,0.808,0,0.1,0.436,75.24,4,0,train,1
733OhaXQIHY7BKtY3vnSkn,How You Get The Girl (Taylor's Version),Taylor Swift,1989 (Taylor's Version) [Deluxe],10/27/23,247533,59,733OhaXQIHY7BKtY3vnSkn,0.761,0.67,5,-5.956,1,0.0537,0.00198,1.08e-05,0.0873,0.519,120.014,4,3,train,0
7hZuICN5eaCuQyp443RCt6,Dear John,Taylor Swift,Speak Now,10/25/10,403920,44,7hZuICN5eaCuQyp443RCt6,0.589,0.47,4,-5.32,1,0.028,0.166,1.45e-06,0.112,0.102,119.386,3,2,train,0
49HIwnGgaZ6TPrVkGlV9zp,Forever and a Day,Benson Boone,Fireworks & Rollerblades,4/5/24,225234,39,49HIwnGgaZ6TPrVkGlV9zp,0.436,0.467,6,-6.656,1,0.0461,0.081,0,0.151,0.301,80.053,4,0,train,1
0mBKv9DkYfQHjdMcw2jdyI,Chunky,Bruno Mars,24K Magic,11/17/16,186973,69,0mBKv9DkYfQHjdMcw2jdyI,0.571,0.539,5,-4.446,0,0.116,0.0208,0,0.125,0.727,202.103,4,1,train,1
0KqlLyIGuBZWqzNwP9rypc,Last First Kiss,One Direction,Take Me Home (Expanded Edition),11/12/12,203546,60,0KqlLyIGuBZWqzNwP9rypc,0.538,0.819,4,-2.662,1,0.0435,0.0445,0,0.215,0.478,82.085,4,3,train,1
7BRD7x5pt8Lqa1eGYC4dzj,CHIHIRO,Billie Eilish,HIT ME HARD AND SOFT,5/17/24,303440,89,7BRD7x5pt8Lqa1eGYC4dzj,0.7,0.425,7,-12.531,1,0.0529,0.144,0.879,0.083,0.521,110.015,4,5,train,1
5oO3drDxtziYU2H1X23ZIp,Love On The Brain,Rihanna,ANTI (Deluxe),1/28/16,224000,83,5oO3drDxtziYU2H1X23ZIp,0.509,0.637,4,-4.83,0,0.047,0.0717,1.08e-05,0.0789,0.379,172.007,3,1,train,1
6KDH3sCDRFZk71aT3a2lkY,Paperman,Christophe Beck,Paperman,1/1/12,299493,31,6KDH3sCDRFZk71aT3a2lkY,0.257,0.328,7,-15.563,1,0.0468,0.687,0.882,0.165,0.0376,99.635,3,5,train,1
4T6HLdP6OcAtqC6tGnQelG,Everything,Michael Bublé,Call Me Irresponsible,4/27/07,212373,70,4T6HLdP6OcAtqC6tGnQelG,0.686,0.688,6,-4.981,0,0.0254,0.39,1.03e-06,0.0924,0.493,123.125,4,1,train,0
1mEM6KkVMwpuAuqusCMD6m,Crisis,Joshua Bassett,Crisis / Secret / Set Me Free,12/3/21,189093,45,1mEM6KkVMwpuAuqusCMD6m,0.593,0.514,2,-6.618,1,0.0467,0.184,0,0.183,0.461,133.68,4,3,train,0
2t3IK52qKDAR2fo5EBkCFT,Je te le donne,Vitaa,Je te le donne,8/24/18,233973,23,2t3IK52qKDAR2fo5EBkCFT,0.72,0.647,8,-6.688,0,0.159,0.457,0,0.0977,0.294,107.04,4,1,train,1
7k5iu5vr7IEW3BdSgwY9mw,Memory Of The Wind,Naul,Principle Of My Soul,9/20/12,308186,0,7k5iu5vr7IEW3BdSgwY9mw,0.282,0.426,8,-7.405,1,0.031,0.65,0.000805,0.107,0.129,133.467,4,2,train,1
6nhj2meaMrV4pGKk9Q65u2,Sound of Winter,Park Hyo Shin,Sound of Winter,1/1/18,411713,26,6nhj2meaMrV4pGKk9Q65u2,0.275,0.248,1,-10.831,1,0.0309,0.762,0,0.111,0.117,140.947,3,2,train,1
4EWBhKf1fOFnyMtUzACXEc,Pluto Projector,Rex Orange County,Pony,10/25/19,267520,74,4EWBhKf1fOFnyMtUzACXEc,0.379,0.219,5,-11.196,1,0.0307,0.707,0.000691,0.118,0.188,79.786,4,0,train,0
3AMQKTsIR0ukMOXvPkwaKz,Set Me Free,Joshua Bassett,Crisis / Secret / Set Me Free,12/3/21,242733,50,3AMQKTsIR0ukMOXvPkwaKz,0.449,0.39,2,-8.263,1,0.0363,0.256,0,0.147,0.123,130.11,4,2,train,0
18XEJ4bMuqM0YIrZuir4xy,Good bye my love,AILEE,You are my destiny OST Part.6,8/13/14,256305,0,18XEJ4bMuqM0YIrZuir4xy,0.292,0.562,3,-5.193,1,0.031,0.788,0,0.203,0.217,139.279,4,2,train,1
4AwJSk491AvHk2AAJReGzZ,Let Me Go,Daniel Caesar,Let Me Go,2/10/23,216524,54,4AwJSk491AvHk2AAJReGzZ,0.591,0.473,7,-8.122,0,0.0708,0.694,0.00334,0.108,0.451,152.88,4,1,train,1
3tQeDE3Q4Pk40CvPFO0eoW,The Curse - Fp Version,Diary Of Dreams,Freak Perfume,6/3/02,334840,25,3tQeDE3Q4Pk40CvPFO0eoW,0.58,0.888,1,-7.435,1,0.0466,0.0261,0.347,0.0803,0.668,99.988,4,3,train,1
0SuG9kyzGRpDqrCWtgD6Lq,Give Me Love,Ed Sheeran,+,9/9/11,526386,68,0SuG9kyzGRpDqrCWtgD6Lq,0.526,0.328,1,-9.864,1,0.0461,0.694,0,0.112,0.11,116.068,4,2,train,1
0kN8xEmgMW9mh7UmDYHlJP,Versace on the Floor,Bruno Mars,24K Magic,11/17/16,261240,79,0kN8xEmgMW9mh7UmDYHlJP,0.578,0.574,2,-6.209,1,0.0454,0.196,0,0.083,0.301,174.152,4,3,train,1
1CsMKhwEmNnmvHUuO5nryA,SKINNY,Billie Eilish,HIT ME HARD AND SOFT,5/17/24,219733,80,1CsMKhwEmNnmvHUuO5nryA,0.251,0.252,9,-14.478,1,0.0375,0.693,0.00706,0.0968,0.0395,69.988,4,0,train,0
5GUYJTQap5F3RDQiCOJhrS,Self Control,Frank Ocean,Blonde,8/20/16,249667,76,5GUYJTQap5F3RDQiCOJhrS,0.581,0.21,8,-10.426,1,0.0321,0.768,0,0.369,0.452,80.099,4,0,train,1
6Vh03bkEfXqekWp7Y1UBRb,Live While We're Young,One Direction,Take Me Home (Expanded Edition),11/12/12,200213,70,6Vh03bkEfXqekWp7Y1UBRb,0.663,0.857,2,-2.16,1,0.0544,0.0542,0,0.144,0.931,126.039,4,3,train,0
3IPJg1sdqLj12kFIndaonN,No Hay Nadie Más,Sebastian Yatra,MANTRA,5/18/18,199733,73,3IPJg1sdqLj12kFIndaonN,0.695,0.379,6,-9.147,1,0.034,0.858,0,0.106,0.805,105.057,4,3,train,1
1boXOL0ua7N2iCOUVI1p9F,Japanese Denim,Daniel Caesar,Get You - Single,10/21/16,270846,76,1boXOL0ua7N2iCOUVI1p9F,0.707,0.238,3,-8.818,1,0.0379,0.0905,2.42e-06,0.0842,0.345,124.156,3,2,train,1
1LLUoftvmTjVNBHZoQyveF,THE DINER,Billie Eilish,HIT ME HARD AND SOFT,5/17/24,186346,80,1LLUoftvmTjVNBHZoQyveF,0.857,0.386,1,-9.761,1,0.168,0.243,0.0931,0.111,0.661,125.017,4,1,train,0
32OlwWuMpZ6b0aN2RZOeMS,Uptown Funk (feat. Bruno Mars),Mark Ronson,Uptown Special,1/12/15,269666,82,32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,4,3,train,1
5ONbCAFFnAJ0YGClEeddcU,Patience,The Lumineers,Cleopatra,4/8/16,97051,22,5ONbCAFFnAJ0YGClEeddcU,0.476,0.236,4,-16.991,1,0.0456,0.973,0.922,0.108,0.0984,138.456,3,5,train,1
0GuVQkXvtQuL6ek7nquHEN,Don't Get Around Much Anymore,"Harry Connick, Jr.",When Harry Met Sally... Music From The Motion Picture,7/25/89,261200,32,0GuVQkXvtQuL6ek7nquHEN,0.597,0.0743,4,-16.807,1,0.0465,0.79,0,0.125,0.341,120.617,4,0,train,1
6yWUojjtn6IMmZEgHyfblf,제발,KIM BUMSOO,서바이벌 나는 가수다 경연 2 - 서로의 노래 바꿔 부르기,3/27/11,281959,0,6yWUojjtn6IMmZEgHyfblf,0.388,0.289,0,-7.394,0,0.0386,0.593,0,0.15,0.193,122.522,4,2,train,0
161DnLWsx1i3u1JT05lzqU,Talking to the Moon,Bruno Mars,Doo-Wops & Hooligans,5/11/10,217866,83,161DnLWsx1i3u1JT05lzqU,0.498,0.59,1,-4.721,0,0.032,0.511,0,0.107,0.0784,145.867,4,2,train,1
6BOgMI1pVONpiu2xkpMW2i,Consider the Lilies,Roger Hoffman,Consider the Lilies,5/6/03,331400,0,6BOgMI1pVONpiu2xkpMW2i,0.0815,0.205,10,-21.149,1,0.042,0.983,0.839,0.172,0.0556,84.003,4,5,train,1
0Gl5s8IhMmQE5YQwM8Qx1J,Never Enough,Loren Allred,The Greatest Showman (Original Motion Picture Soundtrack),12/8/17,207786,72,0Gl5s8IhMmQE5YQwM8Qx1J,0.277,0.394,8,-8.903,1,0.0336,0.423,0,0.0952,0.227,86.777,3,0,train,1
276zciJ7Fg7Jk6Ta6QuLkp,Come Down,Anderson .Paak,Malibu,1/15/16,169726,62,276zciJ7Fg7Jk6Ta6QuLkp,0.841,0.898,8,-7.135,1,0.104,0.271,0.0151,0.304,0.931,98.401,4,3,train,0
3I09LQbHS3NSU46Ly3tPpR,Feeling Good,Michael Bublé,It's Time,2/7/05,237333,66,3I09LQbHS3NSU46Ly3tPpR,0.535,0.548,1,-6.51,1,0.037,0.533,1.48e-06,0.123,0.477,115.144,3,2,train,1
5JCoSi02qi3jJeHdZXMmR8,favorite crime,Olivia Rodrigo,SOUR,5/21/21,152666,82,5JCoSi02qi3jJeHdZXMmR8,0.369,0.272,9,-10.497,1,0.0364,0.866,0,0.147,0.218,172.929,4,2,train,1
6ZuahEctZD6w75peme58hm,Wonder,Shawn Mendes,Wonder,12/4/20,172692,68,6ZuahEctZD6w75peme58hm,0.442,0.631,1,-5.096,0,0.05,0.136,2.29e-05,0.133,0.129,139.774,4,1,train,0
